account_value,date,daily_return
836429.7700369773,2022-10-04,
830185.3642324881,2022-10-05,-0.007465547052698862
820794.8569136176,2022-10-06,-0.011311338073939803
805716.7202263254,2022-10-07,-0.018370164676700718
801778.1750022806,2022-10-10,-0.004888250578861664
795913.9698837657,2022-10-11,-0.007313999434442442
796919.567205192,2022-10-12,0.0012634497690413582
823181.0920964084,2022-10-13,0.03295379605662818
809661.4995896106,2022-10-14,-0.016423594560909027
824848.9093867221,2022-10-17,0.01875772752540361
838282.5307130218,2022-10-18,0.016286160014792994
837419.596886125,2022-10-19,-0.0010294069067176004
838060.1526771025,2022-10-20,0.0007649161702918406
865389.0719989332,2022-10-21,0.03260973479592266
873934.5966592154,2022-10-24,0.00987477764255007
885551.1615752139,2022-10-25,0.013292258894893383
889054.089774589,2022-10-26,0.003955647455923472
892882.2009449401,2022-10-27,0.0043058248248109
910954.167368135,2022-10-28,0.02024003435623345
910049.469015922,2022-10-31,-0.0009931326784822225
913433.960318397,2022-11-01,0.0037190190398492806
900274.7376059032,2022-11-02,-0.014406320855321564
895308.7057039639,2022-11-03,-0.005516129348631327
912584.8242550426,2022-11-04,0.019296270036260665
923415.7059606052,2022-11-07,0.011868356143664771
931119.403335857,2022-11-08,0.00834261029515182
914656.6279147259,2022-11-09,-0.017680627599587107
950157.5460807835,2022-11-10,0.038813383167620064
961906.3445024068,2022-11-11,0.012365105629150497
958434.0631956364,2022-11-14,-0.003609791459028844
959934.265086309,2022-11-15,0.0015652635358875955
954830.7419342324,2022-11-16,-0.005316533993729
955008.9626228616,2022-11-17,0.00018665160305597617
956121.7502444703,2022-11-18,0.0011652117049796296
953299.9334541414,2022-11-21,-0.0029513153420130944
964127.879308128,2022-11-22,0.011358383100639857
964208.2770377537,2022-11-23,8.338907249871852e-05
964690.0290252186,2022-11-25,0.0004996347769850029
951073.9241468463,2022-11-28,-0.014114487004836973
951580.3435661312,2022-11-29,0.0005324711428076334
973362.8980111766,2022-11-30,0.022890925177598165
964282.9290771518,2022-12-01,-0.009328451857552267
961550.5797669864,2022-12-02,-0.00283355561710541
944820.8086508136,2022-12-05,-0.01739874268520214
930788.1987685733,2022-12-06,-0.014852138896346512
930638.2816959377,2022-12-07,-0.00016106464696685752
933812.4424574047,2022-12-08,0.003410735216783145
921452.9880788532,2022-12-09,-0.013235478364398867
933534.7854791561,2022-12-12,0.013111680744008813
939285.5594593274,2022-12-13,0.006160213919848223
932733.6041996533,2022-12-14,-0.006975466825493992
913940.6665713707,2022-12-15,-0.020148236906729844
906316.5371030975,2022-12-16,-0.00834203985787707
902837.8504794022,2022-12-19,-0.00383826895050865
904363.8362495591,2022-12-20,0.0016902102291640464
916825.2509846055,2022-12-21,0.01377920504508956
906580.3884723489,2022-12-22,-0.0111742804872077
913019.4026388299,2022-12-23,0.007102529735207641
915090.8677051179,2022-12-27,0.002268807278685392
904796.897516443,2022-12-28,-0.011249123504521785
915787.9089341676,2022-12-29,0.012147490169223119
913601.7948445948,2022-12-30,-0.0023871401535723313
912882.0208012254,2023-01-03,-0.0007878421949595316
